Rank,title,AuthorName,Language,Price_normal,Id
771,Boystown,Rebecca Makkai,Dansk,249.95,9788727018652
772,Uro,Jesper Stein,Dansk,79.95,9788740006025
773,Fædrenes synder,Åsa Larsson,Dansk,159.95,9788770075923
774,Pseudoarbejde,Dennis Nørmark,Dansk,129.95,9788702245332
775,Sort sne falder,Michael Katz Krefeld,Dansk,149.95,9788711380802
776,Utilstrækkelig,Christian Hjortkjær,Dansk,119.95,9788772046358
777,Sluk,Imran Rashid,Dansk,149.95,9788711766286
778,Varieté. Laurits og Valdemar,Søren Pilmark,Dansk,199.95,9788740075076
779,De usynlige,Lone Theils,Dansk,69.95,9788711981405
780,Livets kode,Petra Hucke,Dansk,149.95,9788743405269
781,En aften i august,Victoria Hislop,Dansk,159.95,9788771164367
782,Dit helbreds bedste ven - immunsystemet,Bente Klarlund Pedersen,Dansk,159.95,9788702382099
783,X måder at dø på,Stefan Ahnhem,Dansk,149.95,9788711906132
784,Men der kommer en time,Jeffrey Archer,Dansk,69.95,9788711912317
785,Sort angst,Åsa Träff,Dansk,69.95,9788711997642
786,I det fjerne,Hernan Diaz,Dansk,179.95,9788711999059
787,Farven lilla,Alice Walker,Dansk,79.95,9788727139562
788,Shadow Army,Thomas Rathsack,Dansk,79.95,9788740002935
789,I ruiner,Morten Pape,Dansk,199.95,9788740073782
790,Ædru,Jesper Stein,Dansk,199.95,9788740077636
791,En drøm om skønhed,Laura Baldini,Dansk,149.95,9788743403142
792,Et liv for fred,Eva Grübl,Dansk,159.95,9788743404576
793,Sag 1569,Jørn Lier Horst,Dansk,159.95,9788770075213
794,Korstog,Robyn Young,Dansk,179.95,9788771084030
795,Sommer på den franske bogcafé,Sue Moorcroft,Dansk,159.95,9788771166101
796,Shadow and Bone - Grisha 1: Pigen og mørkningen,Leigh Bardugo,Dansk,149.95,9788771653403
797,Bedemandens datter,Sara Blaedel,Dansk,179.95,9788771801996
798,Diamantblikket,Kate Quinn,Dansk,159.95,9788771919417
799,Mørke timer,Michael Connelly,Dansk,239.95,9788772048659
800,Ørkenstjernen,Michael Connelly,Dansk,239.95,9788772049175
851,Sommer ved havet,Sarah Morgan,Dansk,149.95,9788743512691
852,Kongeriget,Jo Nesbø,Dansk,159.95,9788770074285
853,En helt normal familie,Mattias Edvardsson,Dansk,179.95,9788770364034
854,Stoleleg,Arne Dahl,Dansk,89.95,9788770538923
855,Blindebuk,Arne Dahl,Dansk,89.95,9788771460414
856,Paradisoffer,Kristina Ohlsson,Dansk,89.95,9788771460438
857,To mand frem for en enke,Arne Dahl,Dansk,89.95,9788771462159
858,I nationens interesse,Jan Guillou,Dansk,89.95,9788771462951
859,Syndfloder,Kristina Ohlsson,Dansk,89.95,9788771469035
860,Min morfars hemmeligheder,Peter Nejsum,Dansk,159.95,9788774675327
861,De forsvundne kvinder,Pam Jenoff,Dansk,159.95,9788775620210
862,Den spanske kærlighedsaffære,Elena Armas,Dansk,159.95,9788775712519
863,Lyst og længsel,Katrine Wessel,Dansk,159.95,9788775712809
864,Børnene er konger,Delphine de Vigan,Dansk,329.95,9788775930098
865,Kære Kabul,Simi Jan,Dansk,179.95,9788775930142
866,Pigen med sne i håret,Ninni Schulman,Dansk,94.95,9788793983878
867,Lejlighed til deling,Beth O'Leary,Dansk,109.95,9789150791488
868,Den store Gatsby,F. Scott Fitzgerald,Dansk,49.95,9788702263701
869,Turen går til Florida & Sydøstlige USA,Morten Scholz,Dansk,35.0,9788740072679
870,Som offer til Molok,Åsa Larsson,Dansk,89.95,9788770538350
871,"Det er magisk, at vi er her",Søren Flott,Dansk,179.95,9788727016856
872,Lysende fragmenter,Péter Nádas,Dansk,189.95,9788702384062
873,Homers Iliade,Otto Steen Due,Dansk,129.95,9788702341478
874,"Nyt år, ny begyndelse",Sarah Morgan,Dansk,29.95,9788743511045
875,Airfryerfavoritter,Anne-Kathrine Palm Schelde,Dansk,139.95,9788794441766
876,Vægttab der holder hele livet,Jens-Christian Holm,Dansk,84.95,9788702250138
877,Pigen i brønden,Inger Gammelgaard Madsen,Dansk,139.95,9788797357231
878,Papirslottet,Miranda Cowley Heller,Dansk,179.95,9788727017624
879,Kærlighedsdagbogen,Pernille Aalund,Dansk,129.95,9788702402858
880,Rampen,Jesper Stein,Dansk,199.95,9788740067743
881,Pigen fra Napoli,Lucinda Riley,Dansk,159.95,9788763839075
882,Septembers lys,Carlos Ruiz Zafon,Dansk,99.95,9788711795606
883,Flugten fra ghettoen,John Carr,Dansk,179.95,9788727010700
884,Frit fald,Elsebeth Egholm,Dansk,179.95,9788740055818
885,En frisk start / Den største udfordring / Drama på klinten / Strandet i Melbourne,Carol Marinelli,Dansk,29.95,9788743507703
886,Den glemte dagbog,Kate Clayborn,Dansk,79.95,9788702393422
887,Fartdjævlen,Inger Gammelgaard Madsen,Dansk,64.95,9788797357200
888,Lektioner,Ian McEwan,Dansk,129.95,9788702363302
889,Sover du?,Mette Bender,Dansk,199.95,9788740088663
890,Farlige penge,Ken Follett,Dansk,129.95,9788763832717
891,Superego,Jakob Ejersbo,Dansk,49.95,9788702193114
892,Throne of Glass #10: Ildens rige,Sarah J. Maas,Dansk,94.95,9788758854687
893,Coq Rouge,Jan Guillou,Dansk,89.95,9788771462937
894,De døde og de ufødte,Jakob Melander,Dansk,149.95,9788772004747
895,Stå fast,Svend Brinkmann,Dansk,79.95,9788702161762
896,Fjenden i os selv,Jan Guillou,Dansk,89.95,9788771463057
897,Det evige liv,P.G. Lindhardt,Dansk,49.95,9788728333570
898,Wienerringen,Jens Henrik Jensen,Dansk,79.95,9788740016680
899,Byen i skyerne,Anthony Doerr,Dansk,199.95,9788740072754
900,Throne of Glass #11: Askens rige,Sarah J. Maas,Dansk,94.95,9788758854700
901,Velsmurt,Martin Kreutzer,Dansk,199.95,9788740047356
902,Når vi ikke længere forstår verden,Benjamín Labatut,Dansk,179.95,9788740078589
903,Skyggejægeren,Camilla Grebe,Dansk,69.95,9788711983843
904,To mand og en trykkoger,Dennis Grydholt Hansen,Dansk,139.95,9788793867598
905,Hamlon,Jan Guillou,Dansk,89.95,9788771463149
906,Den tryllebundne stjerne,Nora Roberts,Dansk,74.95,9789150784930
907,Christian Meditation,James Finley,Engelsk,74.95,9780061842979
908,Ritual: A Very Short Introduction,Barry Stephenson,Engelsk,89.95,9780199943593
909,Manifest: Dive Deeper,Roxie Nafousi,Engelsk,121.06,9780241608012
910,Restaurant at the End of the Universe,Douglas Adams,Engelsk,119.95,9780330513111
911,"Life, the Universe and Everything",Douglas Adams,Engelsk,119.95,9780330513142
912,"So Long, and Thanks for All the Fish",Douglas Adams,Engelsk,119.95,9780330513173
913,Mostly Harmless,Douglas Adams,Engelsk,119.95,9780330513203
914,Experiential Marketing,Bernd H. Schmitt,Engelsk,164.95,9780743219518
915,Addicted,Zane,Engelsk,154.95,9780743446570
916,Faking a Husband (Making a Family 1): MM Omegaverse Mpreg Romance,Rosa Swann,Engelsk,9.95,9781370765133
917,Mortal Instruments 1,Cassandra Clare,Engelsk,94.98,9781406351798
918,Women Who Love Too Much,Robin Norwood,Engelsk,89.95,9781407009315
919,Dead Ground (Paula Maguire 2),Claire McGowan,Engelsk,41.85,9781472204387
920,It,Stephen King,Engelsk,46.51,9781501141232
921,Original Hitchhiker's Guide to the Galaxy Radio Scripts,Douglas Adams,Engelsk,166.3,9781529048476
922,Call of the Void,S. M. Gaither,Engelsk,79.95,9781804945865
923,Crown of the Gods,S. M. Gaither,Engelsk,79.95,9781804945889
924,Queen of the Dawn,S. M. Gaither,Engelsk,79.95,9781804945902
925,Le Petit Prince,Antoine de Saint-Exupéry,Fransk,11.97,9782384610686
926,Dubliners,James Joyce,Engelsk,25.56,9786155529764
927,Les Aventures Complètes d''Arsène Lupin (L''édition intégrale de 23 œuvres),Maurice Leblanc,Fransk,14.95,9788026822639
928,Træk vejret,Stig Åvall Severinsen,Dansk,49.95,9788702096323
929,Tynd luft,Joakim Jakobsen,Dansk,49.95,9788702105094
930,På flugt i Sibirien,Rane Willerslev,Dansk,49.95,9788702179620
931,Bipersonerne,Peter Seeberg,Dansk,49.95,9788702198577
932,Dinosaurusens sene eftermiddag,Peter Seeberg,Dansk,79.95,9788702198591
933,Argumenter for benådning,Peter Seeberg,Dansk,49.95,9788702198607
934,Rejsen til Ribe,Peter Seeberg,Dansk,49.95,9788702198614
935,Hyrder,Peter Seeberg,Dansk,49.95,9788702198621
936,Ved havet,Peter Seeberg,Dansk,49.95,9788702198638
937,Halvdelen af natten,Peter Seeberg,Dansk,49.95,9788702198652
938,Om fjorten dage,Peter Seeberg,Dansk,49.95,9788702198676
939,Eftersøgningen og andre noveller,Peter Seeberg,Dansk,49.95,9788702198683
940,Den sovende dreng,Peter Seeberg,Dansk,49.95,9788702204735
941,Frosten hjælper,Peter Seeberg,Dansk,49.95,9788702204742
942,Kvote 2,Mads Holmbom,Dansk,49.95,9788702232486
943,Peter Seeberg,Marianne Juhl,Dansk,49.95,9788702234725
944,Taldjævelen,Hans Magnus Enzensberger,Dansk,49.95,9788702238198
945,Kun kærlighed,Melanie Harlow,Dansk,79.95,9788702308495
946,Gulag og glemsel,Bent Jensen,Dansk,49.95,9788702326703
947,Stemmen,Arnaldur Indridason,Dansk,79.95,9788702327595
948,Homers Odyssé,Otto Steen Due,Dansk,129.95,9788702341461
949,Sommer på slottet,Jennifer Bohnet,Dansk,129.95,9788702373820
801,Søstrene fra Toscana,Lori Nelson Spielman,Dansk,129.95,9788772382418
802,Inden skyerne kommer,Mari Jungstedt,Dansk,149.95,9788772383668
803,Thermalist,Susanna Søberg,Dansk,219.95,9788773397800
804,9000 Chancer,L. Sherman,Dansk,79.95,9788702388756
805,Et farligt bekendtskab,Lisa Kleypas,Dansk,129.95,9788702396744
806,Teorien om alt,Holger Bech Nielsen,Dansk,129.95,9788702212297
807,Arsène Lupin – gentlemantyv,Maurice Leblanc,Dansk,69.95,9788711737125
808,Last Devil To Die,Richard Osman,Engelsk,139.95,9780241992418
809,Solsikkesøstrene,Martha Hall Kelly,Dansk,199.95,9788740073478
810,Evelyn Hugos syv ægtemænd,Taylor Jenkins Reid,Dansk,139.95,9788775712120
811,Bye Bye Blackbird,Jesper Stein,Dansk,79.95,9788740011128
812,Hvordan man laver dyr,Mathilde Walter Clark,Dansk,79.95,9788740091434
813,Vinterland,Kim Faber,Dansk,109.95,9788740054521
814,Den der lever stille,Leonora Christina Skov,Dansk,139.95,9788740046120
815,En enkelt afbrydelse,Peter Seeberg,Dansk,49.95,9788702198645
816,Der kom et brev fra München,Håkan Nesser,Dansk,159.95,9788770078986
817,Sjælerejser,Michael Newton,Dansk,49.95,9788702249330
818,Den ukendte kvinde fra Seinen,Guillaume Musso,Dansk,169.95,9788711996942
819,"Præsteværelset - Livet, døden og kærligheden",Kathrine Lilleør,Dansk,179.95,9788727121345
820,Skakbrikkerne,Peter May,Dansk,129.95,9788702350968
821,Rend mig,Pernille Skipper,Dansk,179.95,9788740088076
822,Love Theoretically,Ali Hazelwood,Engelsk,55.83,9781408725801
823,Aargh! ,Frej Prahl,Dansk,169.95,9788774674023
824,Den hemmelige stjerne,Nora Roberts,Dansk,74.95,9789150784947
825,Rygsmerter og Modic,Claus Manniche,Dansk,10.0,9788799680016
826,Portræt af en ukendt kvinde,Daniel Silva,Dansk,179.95,9788771919813
827,Kommandantens sekretær,Pam Jenoff,Dansk,159.95,9788775621910
828,Helhjertet,René Dahl Andersen,Dansk,219.95,9788773398173
829,Efterfølgeren,Mikkel Birkegaard,Dansk,159.95,9788775621873
830,Blekingegadebanden 1 og 2,Peter Øvig Knudsen,Dansk,79.95,9788702085334
831,Løvetæmmeren,Camilla Läckberg,Dansk,99.95,9788771593372
832,Det begynder med os,Colleen Hoover,Dansk,129.95,9788727017853
833,Kniven i ilden,Ingeborg Arvola,Dansk,169.95,9788743405597
834,Lewismanden,Peter May,Dansk,129.95,9788702350937
835,Jule-bingo,Lou Noire,Dansk,34.95,9788794080095
836,En uhørt skandale,Julia Quinn,Dansk,149.95,9788775933556
837,TEKU-modellen – Teknologiforståelse i professionerne,Cathrine Hasse & Lene Storgaard Brok,Dansk,225.0,9788793060203
838,Den niende grav,Stefan Ahnhem,Dansk,99.95,9788711456002
839,Bagklog,Lars Tvede,Dansk,179.95,9788773397701
840,De bjergtagne,Anders de la Motte,Dansk,159.95,9788770078382
841,En fransk affære,Jennifer Bohnet,Dansk,79.95,9788702362176
842,Hvem ringer klokkerne for,ernest hemingway,Dansk,129.95,9788711378472
843,1984,George Orwell,Dansk,99.95,9788711989883
844,Den kinesiske tvilling,Sarah Engell,Dansk,69.95,9788711994030
845,Velkommen til evigheden,Camilla Grebe,Dansk,149.95,9788711996928
846,En helt anden historie,Stefan Ahnhem,Dansk,179.95,9788727018676
847,Mørkeskov,Johanna Mo,Dansk,149.95,9788727024509
848,Uniform,Thomas Rydahl,Dansk,199.95,9788740058710
849,Bloddue,Dennis Jürgensen,Dansk,199.95,9788740079449
850,Doktor Glas,Hjalmar Söderberg,Dansk,129.95,9788740692495
951,I ly af natten,Tessa Dare,Dansk,129.95,9788702389258
952,Det forladte hus,Marianne Cedervall,Dansk,129.95,9788702390575
953,Gensyn med Côte d'Azur,Jennifer Bohnet,Dansk,129.95,9788702391060
954,Almanak,Claus Meyer,Dansk,149.95,9788711377796
955,Jul i Zoo,Lars-Henrik Olsen,Dansk,69.95,9788711386576
956,Flere bitre mandler,Diverse forfattere,Dansk,79.95,9788711408704
957,Væk med appelsinhuden - på 10 uger,Birgitte Nymann,Dansk,99.95,9788711414293
958,Meyers julemad,Claus Meyer,Dansk,99.95,9788711483589
959,Heidrek og sværdet Tyrfing,Jørgen Liljensøe,Dansk,49.95,9788711490549
960,Midnatssignalet,Knud Meister,Dansk,49.95,9788711515587
961,Fra Grønland til Stillehavet,Knud Rasmussen,Dansk,149.95,9788711527863
962,Alice i Eventyrland,Lewis Carroll,Dansk,99.95,9788711545119
963,Opdagelsen af mennesket,Johannes Sløk,Dansk,69.95,9788711639184
964,Vintermad Nem mad hver dag,Trine Hahnemann,Dansk,69.95,9788711683620
965,Sommermad Nem mad hver dag,Trine Hahnemann,Dansk,69.95,9788711769898
966,Af maksimer og refleksioner,Johann Wolfgang von Goethe,Dansk,69.95,9788711773093
967,Vejen til Valparaiso,Nicolas Freeling,Dansk,79.95,9788711778951
968,Hemmeligheden om tandfeen,Peter Gotthardt,Dansk,69.95,9788711786970
969,Pæne piger? Spiseproblemer og deres behandling,Birgit Petersson,Dansk,69.95,9788711796276
970,Efterårsmad Nem mad hver dag,Trine Hahnemann,Dansk,69.95,9788711820261
971,Oktober 43. Oplevelser og tilstande under jødeforfølgelsen i Danmark,Aage Bertelsen,Dansk,79.95,9788711899878
972,Tag ikke imod en pølse i Moskva - og andre historier,Leif Davidsen,Dansk,199.95,9788711906392
973,"Leiv, Narua og Apuluk",Jørn Riel,Dansk,69.95,9788711921371
974,Rejsen til Vinland,Jørn Riel,Dansk,69.95,9788711921388
975,Videre mod nord,Jørn Riel,Dansk,69.95,9788711921395
976,Alle himlens fugle,Rakel Haslund Gjerrild,Dansk,149.95,9788711982846
977,Vi skal ikke vågne,Heine Bakkeid,Dansk,69.95,9788711989869
978,Anker (7) - Anker og Kaptajn Pølse,Alberte Winding,Dansk,39.95,9788711994054
979,Det 11. bud,Jeffrey Archer,Dansk,149.95,9788711996348
980,Hjertets stemme,Jan-Philipp Sendker,Dansk,79.95,9788712053330
981,Menneskeslægten,Robert Antelme,Dansk,239.95,9788712075646
982,Den grusomme jæger,Kim Fupz Aakeson,Dansk,39.95,9788726015331
983,Slavernes slægt,Alex Frank Larsen,Dansk,79.95,9788726106480
984,Anne Franks dagbog,Anne Frank,Dansk,79.95,9788726123838
985,Mere om mormor og de otte unger i skoven,Anne Cath Vestly,Dansk,69.95,9788726135602
986,Nøddebo præstegård,Preben Harris,Dansk,49.95,9788726320732
987,Karens jul,Amalie Skram,Dansk,39.95,9788726342659
988,Det forunderlige cirkus,Elizabeth Macneal,Dansk,179.95,9788727009278
989,Stjernehimlen,Anja C. Andersen,Dansk,149.95,9788727010441
990,Anker (3) - Anker siger fra,Alberte Winding,Dansk,49.95,9788727017648
991,Livsvidner,Lisbet Dahl,Dansk,179.95,9788727023847
992,"Baltisk opbrud. Estland, Letland og Litauens forvandling efter glasnost",Peter Dalhoff-Nielsen,Dansk,69.95,9788728137987
993,Skak fra første træk,Peter Dürrfeld,Dansk,49.95,9788728325384
994,Augustin-studier. Bind 1. Kærlighedens fællesskab og frihed,Helge Haystrup,Dansk,69.95,9788728426562
995,Store Nordiske Krig – bind 1,Dan H. Andersen,Dansk,179.95,9788740002225
996,En hellig alliance,A.J. Kazinski,Dansk,109.95,9788740011159
997,24 opskrifter til jul,Anne Hjernøe,Dansk,19.95,9788740029963
998,Onboarding,Christian Harpelund,Dansk,139.95,9788740031669
999,Den tyske pige,Armando Lucas Correa,Dansk,109.95,9788740038767
1000,Miraklernes nat ,A.J. Kazinski,Dansk,139.95,9788740039450
1001,Turen går til Centrale Tyskland,Jytte Flamsholt Christensen,Dansk,35.0,9788740039887
1002,Politikens bog om kryddersnaps,Anne Hjernøe,Dansk,159.95,9788740053524
1003,Turen går til Grænselandet,Kristian Ditlev Jensen,Dansk,35.0,9788740061666
1004,Turen går til Sydsverige,Kristina Olsson,Dansk,35.0,9788740063776
1005,Datterens fortælling,Armando Lucas Correa,Dansk,179.95,9788740063936
1006,Vildskud,Julie Hastrup,Dansk,159.95,9788740064353
1007,Aldrig mere træt,Pia Norup,Dansk,199.95,9788740070859
1008,Sunde vaner med succes,Henrik Duer,Dansk,199.95,9788740076349
1009,Fremtidsklar,Lars Tvede,Dansk,199.95,9788740080261
1010,Turen går til Napoli & Syditalien,Cecilie Marie Meyer,Dansk,35.0,9788740087659
1011,Ung og introvert,Grethe Lindbjerg Sørensen,Dansk,39.95,9788740404265
1012,Førtidspension,Mona Walther,Dansk,95.0,9788740443912
1013,Snedronningen,H. C. Andersen,Dansk,9.95,9788740447446
1014,Hvem slog bambi ihjel?,Monika Fagerholm,Dansk,139.95,9788740664997
1015,Den religiøse dimension,Eberhard Harbsmeier,Dansk,49.95,9788741004068
1016,Mont Blanc,Bo Belvedere Christensen,Dansk,139.95,9788743017875
1017,Passager 23,Sebastian Fitzek,Dansk,149.95,9788743400790
1018,Din Margot,Meri Valkama,Dansk,169.95,9788743403715
1019,The Hawthorne Legacy - Testamentet,Jennifer Lynn Barnes,Dansk,149.95,9788743404262
1020,The Final Gambit - Slutspillet,Jennifer Lynn Barnes,Dansk,149.95,9788743404828
1021,Havet i munden,Luka Holmegaard,Dansk,149.95,9788743406273
1022,Den græske matador / Mere end en playboy / Lang vej hjem / Når viljen sejrer,Margaret Mayo,Dansk,29.95,9788743507642
1023,Hvad hjertet begærer / Sig blot sandheden / En dag i paradis / Prinsens frieri,Sophie Weston,Dansk,29.95,9788743507666
1024,At genvinde sin brud ? / På forbudt område / Skjulte følelser / Kærlighedens magi,Margaret Mayo,Dansk,29.95,9788743507673
1025,Quinn-sagaen: Liam / Quinn-sagaen: Brian / Quinn-sagaen: Sean / Farlig weekend,Kate Hoffmann,Dansk,29.95,9788743507680
1026,Ny Identitet ... Ny Kærlighed? / Det Store Spring / Til Døden jer Skiller / Dig vil jeg have,Sheri WhiteFeather,Dansk,29.95,9788743507765
1027,Den skjulte sandhed / Krav og længsler / Kun en elskerinde / Fra venskab ... til ægteskab,Sara Craven,Dansk,29.95,9788743507796
1028,Den sidste fristelse / Du må ikke begære ... / Skønhed og længsel / Når chancen er der,Leslie Kelly,Dansk,29.95,9788743507819
1029,Millionærens belønning / Arven / En drømmedate / Huset ved havet,Angie Ray,Dansk,29.95,9788743507994
1030,Hede minder / Bange for at elske / Kelsys hede ønskeliste / Forført som hævn,Jackie Braun,Dansk,29.95,9788743508021
1031,Kvinden i rödt / Et svaert valg / En uskyldig aftale / En laere for livet,Emma Darcy,Dansk,29.95,9788743508069
1032,Et liv på kanten / Forbudte følelser / En evig ild / Et hemmeligt ønske,Emilie Rose,Dansk,29.95,9788743508076
1033,Kun en flirt? / De vildeste drømme / Kun til fornøjelse / Den rige fremmede,Maggie Cox,Dansk,29.95,9788743508090
1034,I chefens klør / Når stormen lægger sig / Sultanens elskerinde  / En hemmelig nat,Shawna Delacorte,Dansk,29.95,9788743508106
1035,Julens mirakler / Når følelserne sejrer / Romantisk spil / De små mirakler,Sarah Morgan,Dansk,29.95,9788743508120
1036,"Forførelse, begær og hævn / Forvandlingen / Den franske baron / Sultanens arving",Julia James,Dansk,29.95,9788743508137
1037,Tolv vidunderlige dage / Ægteskab i fare,Sarah Morgan,Dansk,29.95,9788743510888
1038,De brændte bøgers bibliotekar,Brianna Labuskes,Dansk,179.95,9788743515432
1039,Throne of Glass #1: Kongens forkæmper,Sarah J. Maas,Dansk,129.95,9788758826035
1040,Throne of Glass #2: Midnatskronen,Sarah J. Maas,Dansk,129.95,9788758829609
1041,Throne of Glass #3: Ildens arving,Sarah J. Maas,Dansk,94.95,9788758832968
1042,Throne of Glass #4: Skyggernes dronning,Sarah J. Maas,Dansk,94.95,9788758840192
1043,Throne of Glass #5: Lysets dronning,Sarah J. Maas,Dansk,94.95,9788758841861
1044,Throne of Glass #6: Ildbringer,Sarah J. Maas,Dansk,94.95,9788758845739
1045,Throne of Glass #7: Ildhjerte,Sarah J. Maas,Dansk,94.95,9788758845746
1046,Throne of Glass #8: Healingens tårn,Sarah J. Maas,Dansk,94.95,9788758850221
1047,Throne of Glass #9: Håbets tårn,Sarah J. Maas,Dansk,94.95,9788758850238
1048,På kanten af evigheden,Ken Follett,Dansk,129.95,9788763831055
1049,Vuggesang,Leïla Slimani,Dansk,129.95,9788763854283
1050,Liebhaverne,Anne B. Ragde,Dansk,129.95,9788763855150
1101,Gammel kærlighed ruster aldrig,Nora Roberts,Dansk,74.95,9789150785012
1102,Kates kærlighed,Nora Roberts,Dansk,74.95,9789150785111
1103,Kæmp for kærligheden,Sarah Mallory,Dansk,79.95,9789150787368
1104,Parfumesamleren,Kathleen Tessaro,Dansk,109.95,9789150789317
1105,Jordens salt,Jeanine Cummins,Dansk,129.95,9788793983083
1106,Jordisk,Theis Ørntoft,Dansk,159.95,9788702315455
1107,Nøjsomheden,Stine Askov,Dansk,79.95,9788702349245
1108,Jeg er pilgrim,Terry Hayes,Dansk,139.95,9788740040142
1109,PD3,Mikkel Johansen,Engelsk,249.99,9788771963526
1110,Livskraft,Sørine Gotfredsen,Dansk,159.95,9788774675518
1111,Kold maj,Maria Helleberg,Dansk,129.95,9788702397574
1112,Jeg skal finde nøglen,Alex Ahndoril,Dansk,169.95,9788743407157
1113,Folk som sår i sne,Tina Harnesk,Dansk,159.95,9788770078795
1114,Lavendelhaven,Lucinda Riley,Dansk,79.95,9788763862462
1115,For sent,Colleen Hoover,Dansk,149.95,9788727024820
1116,Mayday,Grethe Bøe,Dansk,99.95,9788727007540
1117,Arvestål,Tobias Bukkehave,Dansk,179.95,9788740077957
1118,Fra regnorm til anakonda,Søren Ekman,Dansk,99.95,9788771182682
1119,Dublinere,James Joyce,Dansk,249.95,9788775933891
1120,Hvor der er vilje,Jeffrey Archer,Dansk,99.95,9788711713266
1121,Turen går til Madrid,Christian Martinez,Dansk,35.0,9788740034561
1122,Nattelinjen,Inger Gammelgaard Madsen,Dansk,64.95,9788797078761
1123,Silhuetten - 4,Christina Larsson,Dansk,79.95,9789180346870
1124,Over mit lig,Jeffrey Archer,Dansk,179.95,9788727014609
1125,Tilstå,Colleen Hoover,Dansk,149.95,9788711913123
1126,I morgen og i morgen og i morgen,Gabrielle Zevin,Dansk,199.95,9788775622337
1127,Snemanden,Jo Nesbø,Dansk,89.95,9788770537988
1128,Maurice,E.M. Forster,Dansk,79.95,9788771281910
1129,August og Marie,Hanne Sindbæk,Dansk,199.95,9788740081848
1130,Brændende skyld: Afsnit 2,Inger Gammelgaard Madsen,Dansk,39.95,9788711723708
1131,Brændende skyld: Afsnit 3,Inger Gammelgaard Madsen,Dansk,39.95,9788711723715
1132,Brændende skyld: Afsnit 4,Inger Gammelgaard Madsen,Dansk,39.95,9788711723722
1133,Brændende skyld: Afsnit 5,Inger Gammelgaard Madsen,Dansk,39.95,9788711723739
1134,Brændende skyld: Afsnit 6,Inger Gammelgaard Madsen,Dansk,39.95,9788711723746
1135,Sanitøren: Jakken 3,Inger Gammelgaard Madsen,Dansk,39.95,9788711817025
1136,Sanitøren: Nye spor 4,Inger Gammelgaard Madsen,Dansk,39.95,9788711817032
1137,Sanitøren: Du er den næste 5,Inger Gammelgaard Madsen,Dansk,39.95,9788711817049
1138,Sanitøren: Oprydning 6,Inger Gammelgaard Madsen,Dansk,39.95,9788711817056
1139,Patienten,Sebastian Fitzek,Dansk,149.95,9788743400646
1140,Den farlige leg,Mari Jungstedt,Dansk,99.95,9788771085136
1141,Sommeren jeg mødte dig,Jojo Moyes,Dansk,129.95,9788775622573
1142,Sandheden om sukker,Anette Sams,Dansk,84.95,9788702243222
1143,Karolines kamp,Kim Leine,Dansk,159.95,9788702345186
1144,Lovløs,Stine Bolther,Dansk,199.95,9788740077001
1145,Filosoffen på arbejde,Ulla Thøgersen,Dansk,89.95,9788792542502
1146,Ned på fuld tid,Palle Reimann,Dansk,89.95,9788797217252
1147,Glutenfrie Årstider,Karina Baagø,Dansk,99.95,9788794049931
1148,Skriften i vandet,John Ajvide Lindqvist,Dansk,129.95,9788702399363
1149,Planen,Morten Pape,Dansk,139.95,9788740026702
1150,For hele riget,Peter Winther-Schmidt,Dansk,159.95,9788775715718
1051,Blindgyde,Jørn Lier Horst,Dansk,89.95,9788770070188
1052,Røgslør,Jørn Lier Horst,Dansk,89.95,9788770072564
1053,Fjenden iblandt os,Jakob Melander,Dansk,149.95,9788770362252
1054,Folk med angst,Fredrik Backman,Dansk,179.95,9788770366038
1055,Ind i den hvide nat,Jakob Melander,Dansk,149.95,9788770368575
1056,Madame Terror,Jan Guillou,Dansk,89.95,9788770534925
1057,Giganternes fald,Ken Follett,Dansk,129.95,9788770791434
1058,Virkelighedsfilosofi ,Jörg Zeller,Dansk,149.95,9788771126259
1059,Døden er en illusion,Else Byskov,Dansk,159.95,9788771149401
1060,Alkymisten,Paulo Coelho,Dansk,159.95,9788771161427
1061,Få tingene gjort,David Allen,Dansk,99.95,9788771162356
1062,Dr. No,Ian Fleming,Dansk,79.95,9788771289947
1063,Goldfinger,Ian Fleming,Dansk,79.95,9788771289954
1064,Den hemmelige socialdemokrat,Anonym,Dansk,149.95,9788771379846
1065,Men ikke hvis det gælder din datter,Jan Guillou,Dansk,89.95,9788771463064
1066,Den store afsløring,Jan Guillou,Dansk,89.95,9788771463088
1067,Elleve dage i Berlin,Håkan Nesser,Dansk,89.95,9788771465921
1068,Martsvioler,Philip Kerr,Dansk,89.95,9788771467000
1069,Nortons filosofiske memoirer,Håkan Nesser,Dansk,129.95,9788771467208
1070,Kærestesorg,Kristen Bjørnkjær,Dansk,99.95,9788771592801
1071,Mike Hammer skyder først,Mickey Spillane,Dansk,79.95,9788771744439
1072,Mord i negligé,Mickey Spillane,Dansk,79.95,9788771745368
1073,Barnet i dig skal finde et hjem,Stefanie Stahl,Dansk,189.95,9788771835120
1074,Bogen om MitID,Hans Jørgensen,Dansk,89.95,9788771964226
1075,En kort historie om tid,Stephen Hawking,Dansk,239.95,9788772043579
1076,Præstationskultur,Søren Christian Krogh,Dansk,99.95,9788772195384
1077,Tyngdekraft,Sofie Marie Koksbang,Dansk,49.95,9788772199634
1078,De Emotionelle Love,Nichlas Farup,Dansk,149.95,9788772372518
1079,Motorcykeloplevelser i Europa,Ejler Holt,Dansk,149.95,9788772379364
