Rank,title,AuthorName,Language,Price_normal,Id
188,Engletræet,Lucinda Riley,Dansk,79.95,9788763844109
189,Julefrokostsange,Bjarne Castella,Dansk,10.0,9788740481983
190,Som man sår,Hans Rosenfeldt,Dansk,199.95,9788740076882
191,Kingdom of the Blind,Louise Penny,Engelsk,55.83,9781529386639
192,Dvale,Camilla Grebe,Dansk,69.95,9788711912201
193,Den japanske elsker,Isabel Allende,Dansk,199.95,9788740071948
194,Reserven,Prins Harry,Dansk,249.95,9788740080551
195,Havets kirkegård,Aslak Nore,Dansk,169.95,9788743403043
196,Iskolde øjeblikke,Viveca Sten,Dansk,149.95,9788770360265
197,Dukkebarn,Carin Gerhardsen,Dansk,74.95,9788771082883
198,En holdt kvinde,Karin Slaughter,Dansk,139.95,9789150788433
199,Så mange liv,Elsebeth Egholm,Dansk,99.95,9788775930715
200,Før stormen,Michael Katz Krefeld,Dansk,99.95,9788711415238
501,Art of Negotiation,Michael Wheeler,Engelsk,164.95,9781451690446
502,Linguistics: An Introduction Answer Key,William B. McGregor,Engelsk,145.37,9781472577672
503,Sprint,Jake Knapp,Engelsk,121.06,9781473526808
504,Jack and Jill,James Patterson,Engelsk,65.14,9781473539341
505,Kiss the Girls,James Patterson,Engelsk,65.14,9781473539358
506,Braised Pork,An Yu,Engelsk,84.95,9781473573079
507,Better Off Dead,Lee Child,Engelsk,84.95,9781473579910
508,No Plan B,Lee Child,Engelsk,84.95,9781473579927
509,The Secret,Lee Child,Engelsk,139.95,9781473579934
510,Enter Ghost,Isabella Hammad,Engelsk,84.95,9781529194548
511,Better Man,Louise Penny,Engelsk,29.95,9781529386677
512,Animal Liberation Now,Peter Singer,Engelsk,139.95,9781529914245
513,Net Positive,Andrew Winston,Engelsk,356.5,9781647821319
514,Joosr Guide to... Steal the Show by Michael Port,Joosr,Engelsk,19.95,9781785672729
515,Redwood Shifters: Part One: A Box Set,Lily Harlem,Engelsk,47.43,9781786517838
516,Redwood Shifters: Part Two: A Box Set,Lily Harlem,Engelsk,47.43,9781786517968
517,On Populist Reason,Ernesto Laclau,Engelsk,101.04,9781788731324
518,Justice,Michael Sandel,Engelsk,89.95,9781846142802
519,Food of Life: Ancient Persian and Modern Iranian Cooking and Ceremonies,Najmieh Batmanglij,Engelsk,356.62,9781949445275
520,Justice for Animals,Martha C. Nussbaum,Engelsk,164.95,9781982102524
521,To the Lighthouse,Virginia Woolf,Engelsk,4.95,9788074844966
522,Den afrikanske farm,Karen Blixen,Dansk,49.95,9788702105087
523,At forstå er ikke at tilgive,Robert Fischermann,Dansk,49.95,9788702145465
524,Når kun tavsheden taler,Robert Goddard,Dansk,49.95,9788702149685
525,Doktor Faustus,Thomas Mann,Dansk,79.95,9788702168358
526,Hvordan du undgår at dø,Dr Michael Greger,Dansk,79.95,9788702170764
527,Den kongelige Gæst,Henrik Pontoppidan,Dansk,49.95,9788702181333
528,Mig og bedstefar - og så Nisse Pok,Ole Lund Kirkegaard,Dansk,49.95,9788702182828
529,Nuets kraft,Eckhart Tolle,Dansk,84.95,9788702187083
530,"Spejl, skulder, blink",Dorthe Nors,Dansk,79.95,9788702189407
531,Nyt blod,Sune Engel Rasmussen,Dansk,79.95,9788702234596
532,Store børn,Elisabeth Gjerluff Nielsen,Dansk,129.95,9788702284973
533,Ruslands undergang,Bent Jensen,Dansk,49.95,9788702326727
534,Kampen om Tågeøen,Mariette Lindstein,Dansk,129.95,9788702364743
535,Ruslands tusmørkeår,Poul Funder Larsen,Dansk,129.95,9788702383867
536,Dommeren i Helsingør 2,Lars Kjædegaard,Dansk,79.95,9788702386769
537,Dommeren i Helsingør 3,Lars Kjædegaard,Dansk,79.95,9788702386783
538,Dommeren i Helsingør 4,Lars Kjædegaard,Dansk,79.95,9788702386806
539,Dommeren i Helsingør 5,Lars Kjædegaard,Dansk,79.95,9788702386820
540,David & Goliat - Kunsten at kæmpe mod giganter,Malcolm Gladwell,Dansk,99.95,9788711335246
541,Afvigerne - Historien om succes,Malcolm Gladwell,Dansk,99.95,9788711335574
542,Det magiske vendepunkt - Hvordan små ændringer bliver til store forandringer,Malcolm Gladwell,Dansk,99.95,9788711335581
543,Blink - Styrken ved at tænke uden at tænke,Malcolm Gladwell,Dansk,99.95,9788711335598
544,Hvad hunden så - og andre historier,Malcolm Gladwell,Dansk,99.95,9788711335604
545,For evigt og altid,Danielle Steel,Dansk,79.95,9788711340462
546,Sydens lys,Danielle Steel,Dansk,99.95,9788711373514
547,En mors synd,Danielle Steel,Dansk,79.95,9788711374276
548,Jeg skal huske dig,Yrsa Sigurdardottir,Dansk,99.95,9788711388310
549,Før jeg lukker øjnene,S.J. Watson,Dansk,99.95,9788711392126
550,Løsepenge,Danielle Steel,Dansk,79.95,9788711444900
401,Perspektiv på friluftslivets pædagogik,Björn Tordsson,Dansk,149.95,9788771459166
402, Den yderste kyst,Ursula K. Le Guin,Dansk,139.95,9788793895430
403,Vi ville have fortalt hinanden alt,Judith Hermann,Dansk,199.95,9788793993723
404,Guds eget køkken,Eva Ravnbøl,Dansk,199.95,9788727129358
405,Stormens rasen,Wilbur Smith,Dansk,179.95,9788711998007
406,Boghandlen ved midnatstid,Jenny Colgan,Dansk,129.95,9788702400410
407,Overleverne,Alex Schulman,Dansk,99.95,9788711994139
408,Alle lyver,Camilla Grebe,Dansk,69.95,9788711997659
409,Jul i Nyhavn,Katrine Wessel,Dansk,159.95,9788775715619
410,Et løfte om tavshed,Mattias Edvardsson,Dansk,179.95,9788775936359
411,Hvil i fred,Sofie Sarenbrant,Dansk,64.95,9788771373134
412,Diplomatens hustru,Pam Jenoff,Dansk,199.95,9788775621934
413,Familiens hemmeligheder,Frida Skybäck,Dansk,129.95,9788702390483
414,1983. Den Kolde Krigs højdepunkt,Rasmus Dahlberg,Dansk,79.95,9788711641118
415,Blækhat,Sissel-Jo Gazan,Dansk,199.95,9788711877227
416,Mørkeland,Niels Krause-Kjær,Dansk,79.95,9788711910290
417,Mirakelmanden,Julie Hastrup,Dansk,139.95,9788740037746
418,Familien Winther,Katrine Wessel,Dansk,159.95,9788740067927
419,Er det den samme Gud?,Niels Henrik Arendt,Dansk,89.95,9788741009001
420,En fremmed banker på din dør,Håkan Nesser,Dansk,159.95,9788770078337
421,Den demokratiske terrorist,Jan Guillou,Dansk,89.95,9788771462944
422,Katharina-koden,Jørn Lier Horst,Dansk,89.95,9788771469837
423,Mademoiselle Coco og duften af kærlighed,Michelle Marly,Dansk,159.95,9788775712168
424,Uden dig,Katrine Wessel,Dansk,159.95,9788775712830
425,Stolthed og bedrag,Katrine Wessel,Dansk,159.95,9788775712861
426,Jul i byen,Katrine Wessel,Dansk,159.95,9788775712892
427,Knivens æg,Abraham Verghese,Dansk,49.95,9788702405590
428,Blodmåne,Katrine Engberg,Dansk,64.95,9788771806007
429,Genfærd ind,Isabella Hammad,Dansk,199.95,9788740078947
430,Glasvinge,Katrine Engberg,Dansk,179.95,9788772003467
431,Da julen kom til Danmark,Torben Svendrup,Dansk,94.95,9788774675464
432,Store Kongensgade 23,Søren Ulrik Thomsen,Dansk,79.95,9788702281040
433,Falske perler og brændte hjerter,Ewa Klingberg,Dansk,189.95,9788712071570
434,Mestrene,Malte Tellerup,Dansk,179.95,9788727016931
435,Krokodillevogteren,Katrine Engberg,Dansk,99.95,9788711918951
436,Aftentid og morgengry,Ken Follett,Dansk,159.95,9788702311297
437,Leg med din baby,Lone Spliid,Dansk,139.95,9788740021486
438,Mindernes vej,Danielle Steel,Dansk,179.95,9788711997949
439,Barnelærdom,Danielle Steel,Dansk,179.95,9788711997987
440,Vinter- og julefortællinger,Siegfred Lenz,Dansk,49.95,9788726316469
441,FRA TRÆTHED TIL TOPFORM MED KOSTTILSKUD,Milena Penkowa,Dansk,109.95,9788776086640
442,Den lille guide til investering,Sarah Ophelia Møss,Dansk,169.95,9788794155465
443,De selvretfærdige,Sahra Wagenknecht,Dansk,189.95,9788794203043
444,Guds barmhjertighed,Kerstin Ekman,Dansk,49.95,9788702256772
445,Normal opførsel,Marie Hougaard,Dansk,169.95,9788727020945
446,Iron Flame,,Engelsk,130.38,9780349437040
447,Det lykkelige Arabien,Thorkild Hansen,Dansk,49.95,9788702197938
448,Himmerlandshistorier,Johannes V. Jensen,Dansk,49.95,9788702192940
449,Skaknovelle,Stefan Zweig,Dansk,49.95,9788711389188
450,At tale med de døde,Anna Jansson,Dansk,169.95,9788775931606
551,Den lange vej hjem,Danielle Steel,Dansk,79.95,9788711444917
552,Troldmanden fra Lublin,Isaac Bashevis Singer,Dansk,99.95,9788711475584
553,Djil - det svære år,Birgit Pouplier,Dansk,99.95,9788711489765
554,Djil - et halvt løfte,Birgit Pouplier,Dansk,99.95,9788711489772
555,Djil - et nyt liv?,Birgit Pouplier,Dansk,99.95,9788711489789
556,Dobbeltmord,Ed McBain,Dansk,79.95,9788711510643
557,En hård nat,Ed McBain,Dansk,69.95,9788711510810
558,Et juleeventyr,Charles Dickens,Dansk,49.95,9788711522110
559,Tana,Danielle Steel,Dansk,79.95,9788711522400
560,Den gyldne løve,Wilbur Smith,Dansk,99.95,9788711623060
561,Du blev træl,Jacob Bech Nygaard,Dansk,79.95,9788711641187
562,Hvad med i morgen?,Jacob Bech Nygaard,Dansk,99.95,9788711641484
563,Alt er muligt,Danielle Steel,Dansk,79.95,9788711681954
564,Jul i Gammelby,Robert Fisker,Dansk,49.95,9788711702864
565,Stilleben,Trisse Gejl,Dansk,69.95,9788711704608
566,Med Falk-Rønne til Kanarieøerne,Arne Falk-Rønne,Dansk,79.95,9788711714072
567,Kys,Ed McBain,Dansk,79.95,9788711737705
568,En kritisk affære,Ed McBain,Dansk,79.95,9788711737743
569,Fortrolige samtaler,Ed McBain,Dansk,79.95,9788711737750
570,HT-banden - første afsnit,Diverse forfattere,Dansk,39.95,9788711751442
571,HT-banden - andet afsnit,Diverse forfattere,Dansk,39.95,9788711751992
572,Byt liv med mig,Gun Årestad,Dansk,69.95,9788711760161
573,Abelone på Bangsbo,Bent Haller,Dansk,199.95,9788711767542
574,Station 87 vejrer mord,Ed McBain,Dansk,69.95,9788711778845
575,Love is war- Dantes historie,R.K. Lilley,Dansk,99.95,9788711780527
576,Fire veje til tilgivelse,Ursula K. Le Guin,Dansk,79.95,9788711797051
577,Blodig august,Ed McBain,Dansk,79.95,9788711806401
578,Øksemorderen,Ed McBain,Dansk,69.95,9788711818657
579,Telefonen ringer,Ed McBain,Dansk,69.95,9788711819081
580,Vuggevise,Ed McBain,Dansk,79.95,9788711819128
581,Kvinderne bag betjentene på Station 87,Ed McBain,Dansk,79.95,9788711819142
582,Med kærlig hilsen,Ed McBain,Dansk,79.95,9788711819159
583,Nocturne,Ed McBain,Dansk,79.95,9788711819173
584,Farlig romance,Ed McBain,Dansk,79.95,9788711819180
585,Dødens håndlanger,Ed McBain,Dansk,79.95,9788711820063
586,Den onde by,Ed McBain,Dansk,79.95,9788711820094
587,Den døve morder,Ed McBain,Dansk,69.95,9788711820117
588,Mord i rosenhaven,Ed McBain,Dansk,79.95,9788711820131
589,Enkerne,Ed McBain,Dansk,79.95,9788711821862
590,Huset ved havet,Gun Årestad,Dansk,69.95,9788711844779
591,Dukken,Yrsa Sigurdardottir,Dansk,189.95,9788711905654
592,Faith,Mich Vraa,Dansk,199.95,9788711905814
593,21 ting du bør vide om det 21. århundrede,Yuval Noah Harari,Dansk,129.95,9788711906033
594,Farligt spil,Danielle Steel,Dansk,199.95,9788711906507
595,Tigerens bytte,Wilbur Smith,Dansk,69.95,9788711910009
596,Vold,Yrsa Sigurdardottir,Dansk,149.95,9788711915042
597,Søstre,Danielle Steel,Dansk,79.95,9788711963920
598,En stærk kvinde,Danielle Steel,Dansk,79.95,9788711963951
599,Bamses julerejse,Elin Bing,Dansk,99.95,9788711983218
600,500 citater af Dronning Margrethe,Jens Andersen,Dansk,129.95,9788711983997
601,En fars gave,Danielle Steel,Dansk,129.95,9788711991848
602,Tavshed,Yrsa Sigurdardottir,Dansk,179.95,9788711995433
603,Den store katastrofe ,Ian Kershaw,Dansk,209.95,9788712054108
604,Urtid,Jeanette Varberg,Dansk,209.95,9788712067801
605,Valdemar den Store,Lars Kjaer,Dansk,239.95,9788712071754
606,Døtreskole,Benedicte Huang,Dansk,179.95,9788712073499
607,Factfulness - Hvordan den moderne verden virkelig skal forstås,Ola Rosling,Dansk,199.95,9788726012279
608,Den rejsende,Hans La Cour,Dansk,99.95,9788726210583
609,Hjemmegymnastik,Helle Gotved,Dansk,49.95,9788726337747
610,Dr. H.,Tørk Haxthausen,Dansk,129.95,9788726371352
611,Københavns natterenovation 1890-94,Kristian Carøe,Dansk,39.95,9788726428377
612,Lejlighed til ...,Gun Årestad,Dansk,99.95,9788726452648
613,Da reklamen var ung. Historien om Sylvester-Hvid & Partners A/S og dermed historien om den danske reklamebranche,Allan Mylius Thomsen,Dansk,49.95,9788726474145
614,Den frigjorte. Emil Aarestrup i digtning og samtid,Keld Zeruneith,Dansk,99.95,9788726551945
615,Vort fysiske verdensbillede og Einsteins relativitetsteori,Helge Holst,Dansk,49.95,9788726636390
616,Imperiets børn,Anne Kirstine Hermann,Dansk,179.95,9788727001197
617,Asian style - små & store retter,Louisa Lorang,Dansk,149.95,9788727001227
618,Alt eller intet - Mine år i Formel 1,Ulrik Jönsson,Dansk,179.95,9788727004501
619,Rusland - Revolution og borgerkrig 1917-1921,Antony Beevor,Dansk,199.95,9788727014494
620,Julehistorier for voksne – erotisk novellesamling,Camille Bech,Dansk,69.95,9788727106717
621,Følsomme forviklinger,Georgette Heyer,Dansk,99.95,9788728027363
622,Skak for vindere,Peter Dürrfeld,Dansk,49.95,9788728325407
623,De andre,Anna Grue,Dansk,79.95,9788740004281
624,Blottet for dig,Sylvia Day,Dansk,79.95,9788740008814
625,Spejlet i dig,Sylvia Day,Dansk,79.95,9788740008876
626,Bundet til dig,Sylvia Day,Dansk,109.95,9788740009699
627,Søskende,Margrethe Brun Hansen,Dansk,79.95,9788740010749
628,Fanget af dig,Sylvia Day,Dansk,139.95,9788740015034
629,Diætistens Low Carb,Hanne Juul,Dansk,79.95,9788740023879
630,Natsværmer,Jakob Olrik,Dansk,79.95,9788740028669
631,I et med dig,Sylvia Day,Dansk,139.95,9788740028744
632,Jeg finder dig altid ,Elsebeth Egholm,Dansk,139.95,9788740040609
633,It – Det onde ,Stephen King,Dansk,139.95,9788740044546
634,På afveje,Linda Castillo,Dansk,109.95,9788740051155
635,I al hemmelighed,Linda Castillo,Dansk,159.95,9788740055429
636,Hvis du vil have mig,Katrine Wessel,Dansk,159.95,9788740067958
637,Billy Summers,Stephen King,Dansk,199.95,9788740074246
638,Undervejs - Dronning Margrethe fortæller til Tom Buk-Swienty,Tom Buk-Swienty,Dansk,199.95,9788740075304
639,Bag forsiden,Poul Madsen,Dansk,199.95,9788740077773
640,Strøm,Michael Holbek,Dansk,199.95,9788740080322
641,Mads P - væddeløber og verdensmester,Mads Pedersen,Dansk,199.95,9788740081541
642,Dracula genfortalt,Kenneth Bøgh Andersen,Dansk,159.95,9788740083385
643,386,Kamilla Hega Holst,Dansk,199.95,9788740083590
644,Afghanerne,Åsne Seierstad,Dansk,199.95,9788740084726
645,Halvt fuldendt,Benjamin Koppel,Dansk,199.95,9788740085594
646,Arnolds store flugt,Flemming Riis Anderberg ,Dansk,30.0,9788740420906
647,En Arnolds genvordigheder,Flemming Riis Anderberg ,Dansk,40.0,9788740431117
648,Sigurds plan,Flemming Riis Anderberg ,Dansk,40.0,9788740432541
649,Er der toge i himlen?,Flemming Riis Anderberg ,Dansk,6.25,9788740467024
650,Sikken voldsom trængsel,K West,Dansk,49.95,9788740470451
451,Dyrekirkegården,Stephen King,Dansk,109.95,9788740048049
452,Monsun,Wilbur Smith,Dansk,149.95,9788711451311
453,7 veje til et langt liv,Anette Harbech Olesen,Dansk,199.95,9788740088106
454,Hypotesen om kærlighed,Ali Hazelwood,Dansk,149.95,9788743404750
455,Arabica,Puk Damsgård,Dansk,199.95,9788740065558
456,Hvidt hav,Roy Jacobsen,Dansk,79.95,9788763846394
457,Den grænseløse,Jussi Adler-Olsen,Dansk,139.95,9788740019360
458,Den franske villa,Jennifer Bohnet,Dansk,79.95,9788702320954
459,Blå horisont,Wilbur Smith,Dansk,149.95,9788711326862
460,Rovfuglene,Wilbur Smith,Dansk,149.95,9788711451328
461,En gentleman i Moskva,Amor Towles,Dansk,159.95,9788740043563
462,Penge på lommen,Asta Olivia Nordenhof,Dansk,129.95,9788712066613
463,Atlas - Historien om Pa Salt,Lucinda Riley,Dansk,189.95,9788702391046
464,Hovedværk,Martin Bigum,Dansk,159.95,9788743600176
465,Den hemmelige arving / Den gravide enke / Fusionerede hjerter,Joss Wood,Dansk,109.95,9788743506430
466,Måden du rører mig på,Maja Lucas,Dansk,129.95,9788702402827
467,Zions Vises Protokoller,Peter Eliot Juhl,Dansk,9.95,9788743054283
468,Magteliten,Markus Bernsen,Dansk,139.95,9788740024630
469,Ustyrligt blod,Robert Galbraith,Dansk,159.95,9788702307382
470,Mussolini-kanalen,Antonio Pennacchi,Dansk,49.95,9788702229196
471,Rosenhavens hemmeligheder,Katrine Wessel,Dansk,159.95,9788740067996
472,Nitro og myten om julemanden,Nina Askov,Dansk,39.95,9788771413922
473,Proxy,Steffen Jacobsen,Dansk,179.95,9788711918135
474,Ladyens livvagt,Sabrina Jeffries,Dansk,79.95,9788702350555
475,Klaverstemmeren,Carin Gerhardsen,Dansk,74.95,9788771590357
476,Alaska Sanders-sagen,Joël Dicker,Dansk,179.95,9788775933518
477,Udbrændt,Sophie Kinsella,Dansk,129.95,9788702409178
478,Fiskerne,Hans Kirk,Dansk,49.95,9788702192513
479,Assegai,Wilbur Smith,Dansk,129.95,9788711416549
480,Når kroppen siger fra,Lotte Paarup,Dansk,219.95,9788793607866
481,Næsten vegetar,Malte Gaarde Meyenburg,Dansk,199.95,9788794441896
482,Den engelske kvinde,Diana Gabaldon,Dansk,159.95,9788702170771
483,Børns mentale sundhed,Pernille Thomsen,Dansk,109.95,9788712069430
484,What Every BODY is Saying,Marvin Karlins,Engelsk,102.42,9780061755668
485,Game,Neil Strauss,Engelsk,204.94,9780062130112
486,White Hot,Ilona Andrews,Engelsk,29.95,9780062289261
487,We Can Be Mended,Veronica Roth,Engelsk,17.33,9780062861955
488,What Money Can't Buy,Michael Sandel,Engelsk,89.95,9780141969800
489,On China,Henry Kissinger,Engelsk,102.42,9780141972381
490,Tyranny of Merit,Michael J. Sandel,Engelsk,89.95,9780141991184
491,World Order,Henry Kissinger,Engelsk,89.95,9780241004272
492,Breath,James Nestor,Engelsk,89.95,9780241289099
493,Sleep Solution,M.D. W. Chris Winter,Engelsk,181.52,9780399583629
494,Space Between: An Outlander Novella,Diana Gabaldon,Engelsk,49.95,9780553392111
495,Recipes from the World of Tolkien,Robert Tuesley Anderson,Engelsk,37.19,9780753734445
496,Cat and Mouse,James Patterson,Engelsk,51.17,9780755387106
497,Reckless,Bradford,Engelsk,47.43,9780857155207
498,Making a Family Collection 2: An Omegaverse Mates World Romance,Rosa Swann,Engelsk,89.95,9781370074778
499,Making a Family Collection 1: An Omegaverse Mates World Romance,Rosa Swann,Engelsk,79.95,9781370505326
500,No Future Without Forgiveness,Desmond Tutu,Engelsk,111.74,9781448118052
651,Arnolds jul,Flemming Riis Anderberg ,Dansk,40.0,9788740484755
652,Kaldet fra Galathea,Nathali Liane,Dansk,139.95,9788740659740
653,"PLC styring med Structured Text (ST), V3",Tom Mejer Antonsen,Dansk,169.95,9788743017943
654,Indlæringspsykologi for hest og rytter,Bettina Hvidemose,Dansk,99.95,9788743064626
655,Natblomst,Cecilie Eken,Dansk,149.95,9788743402022
656,Kærlighed på hjernen,Ali Hazelwood,Dansk,149.95,9788743404996
657,Sølvgrisene,Lindsey Davis,Dansk,149.95,9788743405429
658,Bronzeskygger,Lindsey Davis,Dansk,149.95,9788743405450
659,Venus i kobber,Lindsey Davis,Dansk,149.95,9788743405481
660,Paris i mit hjerte,Robyn Grady,Dansk,44.95,9788743504238
661,Kierkegaard og kærlighedens skikkelser,Pia Søltoft,Dansk,199.95,9788750044277
662,Jord i hovedet,Dennis Jürgensen,Dansk,94.95,9788758812526
663,Synopsiseksamen,Peter Stray Jørgensen,Dansk,59.95,9788759321294
664,FjolIeri som metode,James G. March,Dansk,24.95,9788759336625
665,Børneeksem,Solveig Esmann,Dansk,109.95,9788762806825
666,Juleønsket,Kenneth Bøgh Andersen,Dansk,79.95,9788763835251
667,Natmanden,Jørn Lier Horst,Dansk,89.95,9788770070126
668,Dem der dræber drømme sover aldrig,Jan Guillou,Dansk,159.95,9788770071185
669,I dårligt selskab,Viveca Sten,Dansk,149.95,9788770362672
670,Skammekrogen,Sofie Sarenbrant,Dansk,149.95,9788770366021
671,At tale med fremmede,Malcolm Gladwell,Dansk,179.95,9788770367059
672,Bridgerton. Et uforglemmeligt frieri,Julia Quinn,Dansk,129.95,9788770367196
673,Tak,Rikke Østergaard,Dansk,129.95,9788770368377
674,Hemmeligt begravet,Viveca Sten,Dansk,149.95,9788770368971
675,Bridgerton. Den ugifte hertug,Julia Quinn,Dansk,129.95,9788770369022
676,Elverskud 1: Skæbnedans,Nicole Boyle Rødtnes,Dansk,119.95,9788771055986
677,Dobbeltgængeren,Tess Gerritsen,Dansk,129.95,9788771075045
678,Skindød,Tess Gerritsen,Dansk,159.95,9788771075250
679,I Satans tjeneste,Tess Gerritsen,Dansk,159.95,9788771075663
680,Manden der var MC Einar,Anders Houmøller Thomsen,Dansk,159.95,9788771086690
681,Død mands hånd,Carin Gerhardsen,Dansk,74.95,9788771087413
682,Skønhed og ondskab,Cecilia Samartin,Dansk,99.95,9788771162578
683,Pigen på broen,Cecillia Samartin,Dansk,159.95,9788771164107
684,Tillid,Gert Tinggaard Svendsen,Dansk,49.95,9788771242867
685,Vægt i balance,Inge Vinding,Dansk,99.95,9788771292060
686,Hardboiled Wonderland og Verdens ende,Haruki Murakami,Dansk,139.95,9788771294224
687,Mænd uden kvinder,Haruki Murakami,Dansk,139.95,9788771297928
688,Trofæ,Steffen Jacobsen,Dansk,74.95,9788771374629
689,Civilisationernes sammenstød,Samuel P. Huntington,Dansk,129.95,9788771379754
690,"Jeg, Putin",Samuel Rachlin,Dansk,129.95,9788771590869
691,After - Mødet,Anna Todd,Dansk,99.95,9788771592160
692,After - Tvivlen,Anna Todd,Dansk,129.95,9788771592184
693,After - Faldet,Anna Todd,Dansk,129.95,9788771592207
694,After - Lykken,Anna Todd,Dansk,129.95,9788771594782
695,"Ha' en god dag, skat",Erik Sigsgaard,Dansk,149.95,9788771597042
696,Tykkere end vand,Carin Gerhardsen,Dansk,74.95,9788771598346
697,Historien om det hele,Kristian Leth,Dansk,149.95,9788771599978
